price,desc,loc,bed,bath,gar,sizeFloor,sizeErf,area
2899000,House,Audas Estate,3,1.5,5,,437,somerset-west
2899000,House,Sitari Country Estate,3,2,4,,363,somerset-west
2899000,House,Amanda Glen,4,2,3,,1000,northern-suburbs
2899000,House,Plumstead,4,2,4,,427,southern-suburbs
2899000,House,Sunningdale,4,2,6,,450,blouberg
2899000,Townhouse,Table View,2,2.5,2,108,,blouberg
2899000,House,Audas Estate,3,2.5,4,,312,somerset-west
2899000,House,Avalon Estate,3,2.5,4,,345,northern-suburbs
2899000,House,Fairways,5,4,3,,496,southern-suburbs
2900000,Apartment,Beachfront,1,1,2,60,,blouberg
2900000,Apartment,De Waterkant,1,1,1,38,,cape-town-city
2900000,Apartment,Foreshore,1,1,,55,,cape-town-city
2900000,Apartment,Gardens,1,1,1,68,,cape-town-city
2900000,Apartment,Green Point,1,1,,72,,atlantic-seaboard
2900000,Apartment,Green Point,1,1,1,62,,atlantic-seaboard
2900000,Apartment,Green Point,1,1,2,,,atlantic-seaboard
2900000,Apartment,Table View,1,1,2,60,,blouberg
2900000,Apartment,Cape Town City Centre,2,1,1,136,,cape-town-city
2900000,Apartment,Salt River,2,1,2,132,,southern-suburbs
2900000,Apartment,Sea Point,2,1,,87,,atlantic-seaboard
2900000,House,Woodstock,2,1,1,,149,cape-town-city
2900000,Apartment,Tamboerskloof,3,1,1,92,,cape-town-city
2900000,Apartment,Three Anchor Bay,3,1,1,113,,atlantic-seaboard
2900000,House,Meadowridge,3,1,5,,763,southern-suburbs
2900000,House,Pinelands,3,1,1,,654,northern-suburbs
2900000,House,Rondebosch East,4,1,1,,,southern-suburbs
2900000,House,Newfields,5,1,3,,,cape-flats
2900000,Apartment,Sea Point,1.5,1.5,1,,,atlantic-seaboard
2900000,Apartment,Sea Point,2,1.5,1,88,,atlantic-seaboard
2900000,Apartment,Vredehoek,2,1.5,1,73,,cape-town-city
2900000,Apartment,Beachfront,2,2,,102,,blouberg
2900000,Apartment,Cape Town City Centre,2,2,4,134,,cape-town-city
2900000,Apartment,Century City,2,2,2,89,,milnerton
2900000,Apartment,Gardens,2,2,2,100,,cape-town-city
2900000,Apartment,Sea Point,2,2,1,63,,atlantic-seaboard
2900000,Apartment,Century City,3,2,2,157,,milnerton
2900000,Apartment,Observatory,3,2,1,90,,southern-suburbs
2900000,Apartment,Strand North,3,2,1,125,,strand-gordon
2900000,Apartment,Strand North,3,2,2,125,,strand-gordon
2900000,House,Durbanville Meadows,3,2,4,,694,northern-suburbs
2900000,House,Graanendal,3,2,4,,318,northern-suburbs
2900000,House,Kenilworth,3,2,1,,497,southern-suburbs
2900000,House,Kenwyn,3,2,2,,494,southern-suburbs
2900000,House,Mountainside,3,2,10,,1089,strand-gordon
2900000,House,Parklands North,3,2,2,,360,blouberg
2900000,House,Pinehurst,3,2,4,,694,northern-suburbs
2900000,House,Protea Heights,3,2,2,,552,northern-suburbs
2900000,House,Protea Heights,3,2,3,,552,northern-suburbs
2900000,House,Wynberg Upper,3,2,2,,411,southern-suburbs
2900000,House,Helena Heights,4,2,5,,833,somerset-west
2900000,House,Kirstenhof,4,2,8,,725,southern-suburbs
2900000,House,Observatory,4,2,4,,357,southern-suburbs
2900000,House,Observatory,6,2,,,215,southern-suburbs
2900000,House,Bizweni,3,2.5,4,,317,somerset-west
2900000,House,Sagewood,4,2.5,1,,360,blouberg
2900000,Apartment,Harbour Island,3,3,2,201,,strand-gordon
2900000,Apartment,Van Ryneveld,3,3,6,367,,strand-gordon
2900000,House,Die Wingerd,3,3,3,,1123,somerset-west
2900000,House,Vredehoek,3,3,,,174,cape-town-city
2900000,House,Boston,4,3,7,,615,northern-suburbs
2900000,House,Royal Ascot,4,3,2,,247,milnerton
2900000,House,Sunningdale,4,3,4,,378,blouberg
2900000,Apartment,Wynberg Upper,4,4.5,2,176,,southern-suburbs
2925000,Apartment,Kenilworth Upper,3,2,2,112,,southern-suburbs
2930000,Apartment,Cape Town City Centre,1,1,1,70,,cape-town-city
2930000,Apartment,Observatory,1,1,1,,,southern-suburbs
2932500,Apartment,Sea Point,1,1,1,51,,atlantic-seaboard
2936560,Apartment,Bloubergstrand,2,1,2,63,,blouberg
2939000,Apartment,Bloubergrant,2,1,2,63,,blouberg
2939000,Apartment,Bloubergstrand,2,1,,63,,blouberg
2939000,House,Sagewood,3,2,2,,288,blouberg
2939000,House,Sagewood,3,2,4,,288,blouberg
2940000,Apartment,Beachfront,2,1.5,1,63,,blouberg
2940000,House,Sandown,3,3,2,,240,blouberg
2942340,House,Bloubergstrand,2,1,,63,,blouberg
2945000,House,Sagewood,3,3,2,,240,blouberg
2945000,House,Sagewood,3,3,4,,240,blouberg
2945000,House,Sandown,3,3,2,,240,blouberg
2947000,Apartment,Beachfront,1,1,2,60,,blouberg
2947000,Apartment,Bloubergrant,1,1,1,60,,blouberg
2947000,Apartment,Bloubergrant,1,1,2,60,,blouberg
2948000,Apartment,Bloubergstrand,2,1,1,61,,blouberg
2948000,Apartment,West Beach,2,1,1,48,,blouberg
2948000,Apartment,West Beach,2,1,1,61,,blouberg
2948000,House,Sagewood,3,3,2,,240,blouberg
2949000,Apartment,De Waterkant,,1,1,43,,cape-town-city
2949000,House,Sagewood,3,2,2,,240,blouberg
2949000,House,Sagewood,3,2,2,,288,blouberg
2950000,Apartment,Camps Bay,1,1,,46,,atlantic-seaboard
2950000,Apartment,Cape Town City Centre,1,1,1,48,,cape-town-city
2950000,Apartment,De Waterkant,1,1,,44,,cape-town-city
2950000,Apartment,De Waterkant,1,1,,55,,cape-town-city
2950000,Apartment,De Waterkant,1,1,,65,,cape-town-city
2950000,Apartment,De Waterkant,1,1,1,49,,cape-town-city
2950000,Apartment,De Waterkant,1,1,1,50,,cape-town-city
2950000,Apartment,De Waterkant,1,1,1,58,,cape-town-city
2950000,Apartment,De Waterkant,1,1,1,59,,cape-town-city
2950000,Apartment,De Waterkant,1,1,1,65,,cape-town-city
2950000,Apartment,Foreshore,1,1,1,78,,cape-town-city
2950000,Apartment,Green Point,1,1,,56,,atlantic-seaboard
2950000,Apartment,Green Point,1,1,,63,,atlantic-seaboard
2950000,Apartment,Green Point,1,1,1,44,,atlantic-seaboard
2950000,Apartment,Green Point,1,1,1,46,,atlantic-seaboard
2950000,Apartment,Green Point,1,1,1,62,,atlantic-seaboard
2950000,Apartment,Kalk Bay,1,1,,35,,southern-peninsula
2950000,Apartment,Mouille Point,1,1,,49,,atlantic-seaboard
2950000,Apartment,Mouille Point,1,1,,49,,cape-town-city
2950000,Apartment,Mouille Point,1,1,1,60,,atlantic-seaboard
2950000,Apartment,Mouille Point,1,1,1,60,,cape-town-city
2950000,Apartment,Sea Point,1,1,,51,,atlantic-seaboard
2950000,Apartment,Sea Point,1,1,1,58,,atlantic-seaboard
2950000,Apartment,Table View,1,1,1,105,,blouberg
2950000,Apartment,Three Anchor Bay,1,1,,62,,atlantic-seaboard
2950000,Apartment,Waves Edge,1,1,1,105,,blouberg
2950000,Townhouse,De Waterkant,1,1,,80,,cape-town-city
2950000,Apartment,Beachfront,2,1,1,81,,blouberg
2950000,Apartment,Bloubergrant,2,1,,80,,blouberg
2950000,Apartment,Bloubergstrand,2,1,1,63,,blouberg
2950000,Apartment,Bloubergstrand,2,1,1,79,,blouberg
2950000,Apartment,Bloubergstrand,2,1,1,80,,blouberg
2950000,Apartment,De Waterkant,2,1,1,84,,cape-town-city
2950000,Apartment,Gardens,2,1,1,,,cape-town-city
2950000,Apartment,Gardens,2,1,1,70,,cape-town-city
2950000,Apartment,Gardens,2,1,1,81,,cape-town-city
2950000,Apartment,Gardens,2,1,1,96,,cape-town-city
2950000,Apartment,Green Point,2,1,,73,,atlantic-seaboard
2950000,Apartment,Green Point,2,1,1,87,,atlantic-seaboard
2950000,Apartment,Sea Point,2,1,,100,,atlantic-seaboard
2950000,Apartment,Sea Point,2,1,,79,,atlantic-seaboard
2950000,Apartment,Sea Point,2,1,1,76,,atlantic-seaboard
2950000,Apartment,Tamboerskloof,2,1,1,81,,cape-town-city
2950000,Apartment,Three Anchor Bay,2,1,,86,,atlantic-seaboard
2950000,Apartment,Three Anchor Bay,2,1,1,100,,atlantic-seaboard
2950000,Apartment,Three Anchor Bay,2,1,1,87,,atlantic-seaboard
2950000,House,Crofters Valley,2,1,1,,1000,southern-peninsula
2950000,House,San Michel,2,1,3,,1004,southern-peninsula
2950000,House,Walmer Estate,2,1,1,,,cape-town-city
2950000,Apartment,Claremont Upper,3,1,1,85,,southern-suburbs
2950000,Apartment,Three Anchor Bay,3,1,1,112,,atlantic-seaboard
2950000,House,Claremont,3,1,7,,411,southern-suburbs
2950000,House,Kenilworth,3,1,2,,495,southern-suburbs
2950000,House,Observatory,3,1,2,,,southern-suburbs
2950000,House,Sagewood,3,1,2,,288,blouberg
2950000,House,Strand North,3,1,4,,495,strand-gordon
2950000,House,Kenilworth,4,1,10,,579,southern-suburbs
2950000,Apartment,Cape Town City Centre,1,1.5,1,77,,cape-town-city
2950000,Apartment,Kenilworth Upper,2,1.5,3,,,southern-suburbs
2950000,Apartment,Cape Town City Centre,1,2,1,72,,cape-town-city
2950000,Apartment,Bloubergstrand,2,2,2,94,,blouberg
2950000,Apartment,Century City,2,2,1,83,,milnerton
2950000,Apartment,Century City,2,2,1,95,,milnerton
2950000,Apartment,Century City,2,2,2,74,,milnerton
2950000,Apartment,Century City,2,2,2,82,,milnerton
2950000,Apartment,Claremont Upper,2,2,1,99,,southern-suburbs
2950000,Apartment,Claremont Upper,2,2,2,,73,southern-suburbs
2950000,Apartment,Claremont Upper,2,2,2,85,,southern-suburbs
2950000,Apartment,Gardens,2,2,1,,,cape-town-city
2950000,Apartment,Gardens,2,2,1,87,,cape-town-city
2950000,Apartment,Green Point,2,2,,71,,atlantic-seaboard
2950000,Apartment,Harbour Island,2,2,1,122,,strand-gordon
2950000,Apartment,Milnerton Central,2,2,2,79,,milnerton
2950000,Apartment,Sea Point,2,2,1,88,,atlantic-seaboard
2950000,Apartment,Sea Point,2,2,1,91,,atlantic-seaboard
2950000,Apartment,Table View,2,2,1,100,,blouberg
2950000,Apartment,Tamboerskloof,2,2,1,115,,cape-town-city
2950000,Apartment,Century City,3,2,2,121,,milnerton
2950000,Apartment,Claremont Upper,3,2,3,90,,southern-suburbs
2950000,Apartment,Claremont,3,2,3,88,,southern-suburbs
2950000,Apartment,Kenilworth Upper,3,2,1,171,,southern-suburbs
2950000,Apartment,Paardevlei,3,2,2,105,,somerset-west
2950000,Apartment,Strand South,3,2,2,169,,strand-gordon
2950000,House,Amanda Glen,3,2,3,,1000,northern-suburbs
2950000,House,Avalon Estate,3,2,2,,539,northern-suburbs
2950000,House,Briza,3,2,6,,1057,somerset-west
2950000,House,Claremont,3,2,1,,335,southern-suburbs
2950000,House,Diep River,3,2,3,,529,southern-suburbs
2950000,House,Durbanville Central,3,2,5,,322,northern-suburbs
2950000,House,Fish Hoek,3,2,1,,763,southern-peninsula
2950000,House,Glencairn,3,2,4,,650,southern-peninsula
2950000,House,Golden Acre,3,2,5,,1492,somerset-west
2950000,House,Gordons Bay Village,3,2,3,,632,strand-gordon
2950000,House,Land & Zeezicht,3,2,4,,1011,somerset-west
2950000,House,Milnerton Ridge,3,2,2,,509,milnerton
2950000,House,Monte Sereno,3,2,4,,1074,somerset-west
2950000,House,Nerina,3,2,3,,322,northern-suburbs
2950000,House,Observatory,3,2,,199,,southern-suburbs
2950000,House,Paardevlei,3,2,2,132,,somerset-west
2950000,House,Plumstead,3,2,1,,280,southern-suburbs
2950000,House,Royal Ascot,3,2,3,,280,milnerton
2950000,House,Sagewood,3,2,1,,240,blouberg
2950000,House,Sagewood,3,2,2,,240,blouberg
2950000,House,Sagewood,3,2,2,,300,blouberg
2950000,House,Scarborough,3,2,2,,496,southern-peninsula
2950000,House,Schonenberg,3,2,4,,311,somerset-west
2950000,House,Schonenberg,3,2,4,,350,somerset-west
2950000,House,Somerset Lakes,3,2,2,,,somerset-west
2950000,House,Steynsrust,3,2,2,,740,somerset-west
2950000,House,Sunningdale,3,2,2,,562,blouberg
2950000,House,Sunningdale,3,2,4,,560,blouberg
2950000,House,Sunningdale,3,2,4,,562,blouberg
2950000,House,Sunningdale,3,2,6,,571,blouberg
2950000,House,Walmer Estate,3,2,2,,194,cape-town-city
2950000,House,Muizenberg,3,2,6,,601,southern-suburbs
2950000,Apartment,Muizenberg,3,2,1,190,,southern-suburbs
2950000,House,Halali,4,2,4,,1125,northern-suburbs
2950000,House,Parel Vallei,4,2,6,,1076,somerset-west
2950000,House,Parklands,4,2,4,,650,blouberg
2950000,House,Pinehurst,4,2,1,,694,northern-suburbs
2950000,House,Capri,5,2,4,,965,southern-peninsula
2950000,House,Mowbray,5,2,1,320,,southern-suburbs
2950000,House,Westridge,5,2,3,,1701,somerset-west
2950000,House,Boston,8,2,12,,446,northern-suburbs
2950000,House,Boston,8,2,14,,446,northern-suburbs
2950000,Apartment,Cape Town City Centre,2,2.5,1,159,,cape-town-city
2950000,Apartment,Rondebosch,3,2.5,1,120,,southern-suburbs
2950000,Apartment,Rondebosch,3,2.5,2,120,,southern-suburbs
2950000,House,Kommetjie,3,2.5,4,,496,southern-peninsula
2950000,House,Sagewood,3,2.5,2,,240,blouberg
2950000,House,Sagewood,3,2.5,4,,234,blouberg
2950000,Townhouse,Durbanville Central,3,2.5,4,,300,northern-suburbs
2950000,Townhouse,Van Riebeeckshof,3,2.5,4,,315,northern-suburbs
2950000,Apartment,Rondebosch,4,2.5,2,120,,southern-suburbs
2950000,Apartment,Harbour Island,3,3,2,201,,strand-gordon
2950000,House,Gardens,3,3,,,155,cape-town-city
2950000,House,Gordons Bay Central,3,3,1,630,,strand-gordon
2950000,House,Mountainside,3,3,2,,744,strand-gordon
2950000,House,Bethanie,4,3,6,,760,northern-suburbs
2950000,House,Fish Hoek,4,3,3,,807,southern-peninsula
2950000,House,High Riding Country Estate,4,3,2,,8281,somerset-west
2950000,House,Mountainside,4,3,5,,1398,strand-gordon
2950000,House,Sandown,4,3,2,,450,blouberg
2950000,House,Sandown,4,3,4,,450,blouberg
2950000,House,Welcome Glen,4,3,2,,574,southern-peninsula
2950000,House,Welcome Glen,4,3,5,,569,southern-peninsula
2950000,House,Parklands,5,3,8,,540,blouberg
2950000,House,Flamingo Vlei,6,3,6,,795,blouberg
2950000,House,Crawford,7,3,5,,437,cape-flats
2950000,House,Athlone,4,4,6,,498,cape-flats
2950000,House,Gordon Strand Estate,6,5,5,,545,strand-gordon
2950000,House,Gordons Bay Central,6,5,2,,545,strand-gordon
2950000,House,Brackenfell Central,6,7,,,755,northern-suburbs
2950000,House,Kommetjie,3,,,,667,southern-peninsula
2950001,House,Sagewood,3,2.5,4,,243,blouberg
2950001,House,Parklands North,4,2.5,4,,543,blouberg
2959000,House,Sagewood,3,3,2,,240,blouberg
2960000,House,Schaap Kraal,8,4,10,,,cape-flats
2965000,Apartment,Strand North,3,2,2,126,,strand-gordon
2970000,Apartment,Bloubergrant,2,2,2,97,,blouberg
2970000,House,Protea Heights,3,3,2,226,,northern-suburbs
2975000,Apartment,Cape Town City Centre,1,1,1,90,,cape-town-city
2975000,Apartment,Kalk Bay,1,1,,86,,southern-peninsula
2975000,Townhouse,Zonnebloem,3,1,1,104,,cape-town-city
2975000,House,Fernwood Estate,3,2,4,,505,somerset-west
2975000,Townhouse,Zonnebloem,3,2,2,104,,cape-town-city
2975000,House,Table View,4,2,2,,,blouberg
2975000,House,Kommetjie,5,3,1,,494,southern-peninsula
2980000,Apartment,Foreshore,1,1,1,51,,cape-town-city
2980000,Apartment,Tamboerskloof,2,1,1,80,,cape-town-city
2980000,Apartment,Cape Town City Centre,2,2,2,87,,cape-town-city
2980000,Apartment,Cape Town City Centre,2,2,2,88,,cape-town-city
2980000,House,Mountainside,3,2,2,,752,strand-gordon
2980000,House,Fish Hoek,4,2,5,,793,southern-peninsula
2980000,House,Mountainside,3,3,6,,688,strand-gordon
2980000,House,Table View,5,5,2,,878,blouberg
2980600,House,Radloff Park,3,2,4,,374,somerset-west
2985000,House,Durbanville Central,3,2,2,,576,northern-suburbs
2985000,House,Strand South,3,2,3,,599,strand-gordon
2985000,House,Boston,8,2,7,,446,northern-suburbs
2985000,House,Kirstenhof,4,3,4,,581,southern-suburbs
2985000,House,Boston,5,4,2,,668,northern-suburbs
2990000,Apartment,De Waterkant,1,1,2,54,,cape-town-city
2990000,Apartment,Foreshore,1,1,1,55,,cape-town-city
2990000,Apartment,Green Point,1,1,1,51,,atlantic-seaboard
2990000,Apartment,Kenilworth Upper,1,1,1,70,,southern-suburbs
2990000,Apartment,Gardens,2,1,2,90,,cape-town-city
2990000,Apartment,Green Point,2,1,,82,,atlantic-seaboard
2990000,House,Bo Kaap,2,1,,,94,cape-town-city
2990000,House,Simons Town Central,3,1,1,,529,southern-peninsula
2990000,Apartment,Cape Town City Centre,1,2,1,72,,cape-town-city
2990000,Apartment,Bloubergrant,2,2,2,75,,blouberg
2990000,Apartment,Claremont Upper,2,2,2,92,,southern-suburbs
2990000,House,Gardens,2,2,2,,156,cape-town-city
2990000,Townhouse,Gardens,2,2,2,,157,cape-town-city
2990000,Apartment,Kenilworth Upper,3,2,2,168,,southern-suburbs
2990000,Apartment,Strand North,3,2,1,158,,strand-gordon
2990000,House,Glencairn Heights,3,2,2,,616,southern-peninsula
2990000,House,Kirstenhof,3,2,1,,725,southern-suburbs
2990000,House,Protea Heights,3,2,6,,341,northern-suburbs
2990000,House,Blouberg Sands,4,2,4,,687,blouberg
2990000,House,Parklands,3,2.5,2,,234,blouberg
2990000,Townhouse,Durbanville Central,3,2.5,2,142,,northern-suburbs
2990000,House,Fish Hoek,4,3,3,739,,southern-peninsula
2990000,House,Welcome Glen,4,3,2,,587,southern-peninsula
2990000,House,Welcome Glen,5,3,2,,564,southern-peninsula
2990000,House,Zonnebloem,4,3.5,2,,213,cape-town-city
2990000,House,Lochnerhof,5,4,1,,496,strand-gordon
2994001,House,Parklands North,4,2,4,,548,blouberg
2994998,House,Sagewood,3,2,4,,255,blouberg
2995000,Apartment,Bantry Bay,0.5,1,1,44,,atlantic-seaboard
2995000,Apartment,Bantry Bay,1,1,1,69,,atlantic-seaboard
2995000,Apartment,Camps Bay,1,1,2,68,,atlantic-seaboard
2995000,Apartment,Cape Town City Centre,1,1,1,121,,cape-town-city
2995000,Apartment,Cape Town City Centre,1,1,1,52,,cape-town-city
2995000,Apartment,Cape Town City Centre,1,1,1,65,,cape-town-city
2995000,Apartment,Cape Town City Centre,1,1,1,67,,cape-town-city
2995000,Apartment,De Waterkant,1,1,,57,,cape-town-city
2995000,Apartment,De Waterkant,1,1,1,50,,cape-town-city
2995000,Apartment,De Waterkant,1,1,1,91,,cape-town-city
2995000,Apartment,Foreshore,1,1,1,,,cape-town-city
2995000,Apartment,Foreshore,1,1,1,54,,cape-town-city
2995000,Apartment,Foreshore,1,1,1,55,,cape-town-city
2995000,Apartment,Foreshore,1,1,1,98,,cape-town-city
2995000,Apartment,Fresnaye,1,1,1,63,,atlantic-seaboard
2995000,Apartment,Green Point,1,1,1,53,,atlantic-seaboard
2995000,Apartment,Green Point,1,1,1,57,,atlantic-seaboard
2995000,Apartment,Green Point,1,1,1,65,,atlantic-seaboard
2995000,Apartment,Milnerton Central,1,1,,62,,milnerton
2995000,Apartment,Milnerton Central,1,1,1,62,,milnerton
2995000,Apartment,Sea Point,1,1,1,,,atlantic-seaboard
2995000,Apartment,Sea Point,1,1,1,51,,atlantic-seaboard
2995000,Apartment,Sea Point,1,1,1,79,,atlantic-seaboard
2995000,Apartment,Sea Point,1,1,2,78,,atlantic-seaboard
2995000,Apartment,Three Anchor Bay,1,1,1,54,,atlantic-seaboard
2995000,Apartment,Vredehoek,1,1,1,55,,cape-town-city
2995000,House,Sea Point,1,1,,,79,atlantic-seaboard
2995000,Apartment,Claremont Upper,2,1,1,82,,southern-suburbs
2995000,Apartment,Gardens,2,1,2,60,,cape-town-city
2995000,Apartment,Green Point,2,1,,77,,atlantic-seaboard
2995000,Apartment,Green Point,2,1,1,72,,atlantic-seaboard
2995000,Apartment,Green Point,2,1,2,78,,atlantic-seaboard
2995000,Apartment,Green Point,2,1,2,82,,atlantic-seaboard
2995000,Apartment,Tamboerskloof,2,1,1,72,,cape-town-city
2995000,Apartment,Three Anchor Bay,2,1,2,78,,atlantic-seaboard
2995000,Apartment,Wynberg Upper,2,1,1,88,,southern-suburbs
2995000,House,Constantia,2,1,1,,83,southern-suburbs
2995000,House,Green Point,2,1,,,108,atlantic-seaboard
2995000,House,Scarborough,2,1,1,,496,southern-peninsula
2995000,House,Woodbridge Island,2,1,1,,112,milnerton
2995000,House,Woodstock,2,1,,,180,cape-town-city
2995000,House,Woodstock,2,1,,175,,cape-town-city
2995000,House,Woodstock,2,1,1,,144,cape-town-city
2995000,Apartment,Oranjezicht,3,1,1,104,,cape-town-city
2995000,Apartment,Vredehoek,3,1,,,100,cape-town-city
2995000,House,Fish Hoek,3,1,1,,595,southern-peninsula
2995000,House,Harfield Village,3,1,5,,429,southern-suburbs
2995000,House,Mowbray,3,1,7,,598,southern-suburbs
2995000,House,Rondebosch East,3,1,4,,496,southern-suburbs
2995000,House,Scarborough,3,1,2,,496,southern-peninsula
2995000,House,Pinelands,3,1,2,,870,northern-suburbs
2995000,Apartment,Cape Town City Centre,4,1,1,116,,cape-town-city
2995000,Apartment,Green Point,2,1.5,2,81,,atlantic-seaboard
2995000,Apartment,Sea Point,2,1.5,1,94,,atlantic-seaboard
2995000,Apartment,Sea Point,2,1.5,1,98,,atlantic-seaboard
2995000,Apartment,Beachfront,2,2,1,93,,blouberg
2995000,Apartment,Beachfront,2,2,2,120,,blouberg
2995000,Apartment,Big Bay,2,2,,104,,blouberg
2995000,Apartment,Bloubergrant,2,2,1,82,,blouberg
2995000,Apartment,Bloubergrant,2,2,2,82,,blouberg
2995000,Apartment,Bloubergstrand,2,2,2,115,,blouberg
2995000,Apartment,Cape Town City Centre,2,2,1,106,,cape-town-city
2995000,Apartment,Cape Town City Centre,2,2,1,109,,cape-town-city
2995000,Apartment,Cape Town City Centre,2,2,1,80,,cape-town-city
2995000,Apartment,Cape Town City Centre,2,2,1,95,,cape-town-city
2995000,Apartment,Cape Town City Centre,2,2,2,109,,cape-town-city
2995000,Apartment,Cape Town City Centre,2,2,2,90,,cape-town-city
2995000,Apartment,Century City,2,2,1,74,,milnerton
2995000,Apartment,Century City,2,2,1,82,,milnerton
2995000,Apartment,Century City,2,2,1,89,,milnerton
2995000,Apartment,Century City,2,2,2,,,milnerton
2995000,Apartment,Claremont Upper,2,2,,84,,southern-suburbs
2995000,Apartment,Claremont Upper,2,2,2,84,,southern-suburbs
2995000,Apartment,De Waterkant,2,2,1,94,,cape-town-city
2995000,Apartment,Kenilworth,2,2,2,77,,southern-suburbs
2995000,Apartment,Rondebosch,2,2,2,170,,southern-suburbs
2995000,Apartment,Sea Point,2,2,,72,,atlantic-seaboard
2995000,Apartment,Sea Point,2,2,1,71,,atlantic-seaboard
2995000,Apartment,Sea Point,2,2,1,90,,atlantic-seaboard
2995000,Apartment,Walmer Estate,2,2,1,77,,cape-town-city
2995000,Apartment,Walmer Estate,2,2,2,75,,cape-town-city
2995000,Apartment,Waves Edge,2,2,1,85,,blouberg
2995000,Apartment,Woodstock,2,2,1,130,,cape-town-city
2995000,House,Claremont Upper,2,2,2,,153,southern-suburbs
2995000,House,Diep River,2,2,4,,451,southern-suburbs
2995000,House,Woodstock,2,2,2,,193,cape-town-city
2995000,Townhouse,Hout Bay Central,2,2,2,,136,southern-peninsula
2995000,Apartment,Wynberg Upper,3,2,2,123,,southern-suburbs
2995000,House,Amanda Glen,3,2,2,,1017,northern-suburbs
2995000,House,Bergvliet,3,2,7,,548,southern-suburbs
2995000,House,Big Bay,3,2,2,,221,blouberg
2995000,House,Capri,3,2,5,,,southern-peninsula
2995000,House,Claremont,3,2,3,,334,southern-suburbs
2995000,House,Kelderhof Country Village,3,2,4,,495,somerset-west
2995000,House,Milnerton Central,3,2,2,,991,milnerton
2995000,House,Mountainside,3,2,1,,1028,strand-gordon
2995000,House,Observatory,3,2,1,,168,southern-suburbs
2995000,House,Observatory,3,2,1,,175,southern-suburbs
2995000,House,Plumstead,3,2,1,,508,southern-suburbs
2995000,House,Plumstead,3,2,2,,518,southern-suburbs
2995000,House,Protea Heights,3,2,2,,433,northern-suburbs
2995000,House,Protea Heights,3,2,4,,433,northern-suburbs
2995000,House,Sagewood,3,2,2,,292,blouberg
2995000,House,Scarborough,3,2,2,,496,southern-peninsula
2995000,House,Simons Town Central,3,2,3,,684,southern-peninsula
2995000,House,Sitari Country Estate,3,2,4,,360,somerset-west
2995000,House,Somerset Country Estate,3,2,4,,400,somerset-west
2995000,House,Strand South,3,2,1,,275,strand-gordon
2995000,House,Sunningdale,3,2,10,,490,blouberg
2995000,House,Tyger Waterfront,3,2,2,216,,northern-suburbs
2995000,House,Woodstock,3,2,,,126,cape-town-city
2995000,House,Woodstock,3,2,1,,133,cape-town-city
2995000,House,Woodstock,3,2,3,,271,cape-town-city
2995000,House,Wynberg Upper,3,2,2,,280,southern-suburbs
2995000,House,Capri,4,2,8,,1220,southern-peninsula
2995000,House,Heritage Park,4,2,6,,432,somerset-west
2995000,House,Joostenbergvlakte,4,2,2,,2378,northern-suburbs
2995000,House,Kenwyn,4,2,5,,689,southern-suburbs
2995000,House,Milnerton Central,4,2,2,,1053,milnerton
2995000,House,Parklands North,4,2,4,,533,blouberg
2995000,House,Muizenberg,4,2,3,,255,southern-suburbs
2995000,House,Ottery,5,2,4,,595,southern-suburbs
2995000,Apartment,Cape Town City Centre,2,2.5,1,106,,cape-town-city
2995000,Apartment,Sea Point,2,2.5,1,83,,atlantic-seaboard
2995000,House,Royal Ascot,2,2.5,2,,233,milnerton
2995000,Apartment,West Beach,3,2.5,2,183,,blouberg
2995000,House,Bloubergstrand,3,2.5,2,,221,blouberg
2995000,House,Capri,3,2.5,7,,915,southern-peninsula
2995000,House,Kelderhof Country Village,3,2.5,6,,495,somerset-west
2995000,House,Royal Ascot,3,2.5,2,,227,milnerton
2995000,House,Royal Ascot,3,2.5,4,,205,milnerton
2995000,House,Sandown,3,2.5,2,,250,blouberg
2995000,House,Schoongezicht,3,2.5,4,230,,northern-suburbs
2995000,House,Somerset West Central,3,2.5,2,,312,somerset-west
2995000,Townhouse,Van Riebeeckshof,3,2.5,2,,298,northern-suburbs
2995000,House,Flamingo Vlei,4,2.5,2,,948,blouberg
2995000,House,Heritage Park,4,2.5,2,,432,somerset-west
2995000,House,Parklands North,4,2.5,4,,544,blouberg
2995000,House,Parklands North,4,2.5,5,,542,blouberg
2995000,House,Sandown,4,2.5,2,,250,blouberg
2995000,House,Sandown,4,2.5,4,,250,blouberg
2995000,House,Clovelly,3,3,2,,496,southern-peninsula
2995000,House,De Bron,3,3,4,,588,northern-suburbs
2995000,House,Durbanville Central,3,3,2,,874,northern-suburbs
2995000,House,Fish Hoek,3,3,2,,743,southern-peninsula
2995000,House,Flamingo Vlei,3,3,8,,702,blouberg
2995000,House,Glencairn,3,3,3,,595,southern-peninsula
2995000,House,Kommetjie,3,3,4,,496,southern-peninsula
2995000,House,Observatory,3,3,2,,328,southern-suburbs
2995000,House,Sagewood,3,3,2,,285,blouberg
2995000,House,West Beach,3,3,1,,673,blouberg
2995000,House,Diep River,4,3,2,,496,southern-suburbs
2995000,House,Durbanville Central,4,3,2,,1081,northern-suburbs
2995000,House,Heritage Park,4,3,4,,432,somerset-west
2995000,House,Parel Vallei,4,3,4,,1204,somerset-west
2995000,House,Parklands North,4,3,4,,542,blouberg
2995000,House,Pinehurst,4,3,2,,515,northern-suburbs
